input_id,titulo_input,autores_input,source,source_id,titulo_candidato,autores_candidato,editorial_candidata,idioma_candidato,isbn_13,isbn_10,title_score,authors_score,language_score,publisher_score,score
88,Recursions,Tony Ballantyne,openlibrary,/works/OL6212442W,Recursion,Tony Ballantyne,Tor,ingles,9781405041393,1405041390,0.9474,1.0000,1.0000,0.5000,0.9211
89,Roma Eterna,Robert Silverberg,openlibrary,/works/OL1960468W,Roma Eterna,Robert Silverberg; R Silverberg,Gollancz,ingles,9780062014382,2221098544,1.0000,1.0000,0.0000,0.3636,0.8364
89,Roma Eterna,Robert Silverberg,openlibrary,/works/OL35693066W,Roma Eterna,Robert Silverberg,"Orion Publishing Group, Limited",ingles,9780575106468,0575106468,1.0000,1.0000,0.0000,0.0606,0.8061
89,Roma Eterna,Robert Silverberg,openlibrary,/works/OL20315426W,Roma Eterna,Robert Silverberg,Gollancz,desconocido,9780575075566,0575075562,1.0000,1.0000,0.5000,0.3636,0.8864
89,Roma Eterna,Robert Silverberg,openlibrary,/works/OL44576366W,Roma Eterna,Robert Silverberg,"Blackstone Audio, Incorporated",ingles,9798212877794,,1.0000,1.0000,0.0000,0.1875,0.8188
90,Fundacion,Isaac Asimov,openlibrary,/works/OL26391140W,SEGUNDA FUNDACION,Isaac Asimov,DEBOLS LLO,desconocido,9789875664586,9875664588,1.0000,1.0000,0.5000,0.5000,0.9000
90,Fundacion,Isaac Asimov,openlibrary,/works/OL37250514W,Fundación y Tierra,Isaac Asimov,Plaza & Janés,desconocido,9788401322174,8401322170,1.0000,1.0000,0.5000,0.5000,0.9000
90,Fundacion,Isaac Asimov,openlibrary,/works/OL37250515W,Fundación y Tierra,Isaac Asimov,Plaza & Janés,desconocido,9788401322174,8401322170,1.0000,1.0000,0.5000,0.5000,0.9000
90,Fundacion,Isaac Asimov,openlibrary,/works/OL34790179W,Trilogía Fundación,Isaac Asimov; Manuel de los Reyes,Plaza & Janes,desconocido,9788418037542,8418037547,1.0000,1.0000,0.5000,0.5000,0.9000
91,Pavane,Keith Roberts,openlibrary,/works/OL286374W,Pavane,Keith Roberts,Doubleday,ingles,9780575034372,014007287X,1.0000,1.0000,1.0000,0.5000,0.9500
91,Pavane,Keith Roberts,openlibrary,/works/OL35683308W,Pavane,Keith Roberts,"Orion Publishing Group, Limited",ingles,9780575061033,0575104252,1.0000,1.0000,1.0000,0.5000,0.9500
91,Pavane,Keith Roberts,openlibrary,/works/OL27780752W,Pavane,Keith Roberts,Gollancz,desconocido,9781857989373,1857989376,1.0000,1.0000,0.5000,0.5000,0.9000
91,Pavane,Keith Roberts,openlibrary,/works/OL20869523W,Pavane,Keith Roberts,Hart-Davis,ingles,9781882968398,1882968395,1.0000,1.0000,1.0000,0.5000,0.9500
91,Pavane,Keith Roberts,openlibrary,/works/OL31915876W,Pavane,Keith Roberts,Berkley,desconocido,9780425031421,042503142X,1.0000,1.0000,0.5000,0.5000,0.9000
91,Pavane,Keith Roberts,openlibrary,/works/OL31387198W,Pavane,Keith Roberts,Ace Books,ingles,9780441654314,0441654312,1.0000,1.0000,1.0000,0.5000,0.9500
91,Pavane,Keith Roberts,openlibrary,/works/OL36009795W,Pavane (Del Rey Impact),Keith Roberts,Tandem Library,ingles,9781417708413,1417708417,1.0000,1.0000,1.0000,0.5000,0.9500
91,Pavane,Keith Roberts,google_books,lxZmtwAACAAJ,Pavane,Keith Roberts,desconocido,aleman,9783453310346,3453310349,1.0000,1.0000,0.0000,0.5000,0.8500
91,Pavane,Keith Roberts,google_books,ROgwPAAACAAJ,Pavane,Keith Roberts,desconocido,aleman,9783453062245,3453062248,1.0000,1.0000,0.0000,0.5000,0.8500
92,Children of Ruin,Adrian Tchaikovsky,openlibrary,/works/OL20079532W,Children of Ruin,Adrian Tchaikovsky,Orbit,ingles,9780316452533,0316452548,1.0000,1.0000,1.0000,0.5000,0.9500
92,Children of Ruin,Adrian Tchaikovsky,openlibrary,/works/OL20913896W,Children Of Ruin EXPORT,Adrian Tchaikovsky,desconocido,desconocido,9781509865871,150986587X,1.0000,1.0000,0.5000,0.5000,0.9000
92,Children of Ruin,Adrian Tchaikovsky,openlibrary,/works/OL36481446W,"Children of Time 3-Book Set by Adrian Tchaikovsky (Children of Time, Children of Ruin, Children of Memory)",Adrian Tchaikovsky,STEMCOOL,ingles,9781637990247,1637990243,1.0000,1.0000,1.0000,0.3636,0.9364
92,Children of Ruin,Adrian Tchaikovsky,google_books,ENR6DwAAQBAJ,Children of Ruin,Adrian Tchaikovsky,Pan Macmillan,ingles,9781509865864,1509865861,1.0000,1.0000,1.0000,0.0000,0.9000
93,Fractal Noise,Christopher Paolini,openlibrary,/works/OL29191055W,Fractal Noise,Christopher Paolini,Tor Books,ingles,9781035001118,1250862485,1.0000,1.0000,1.0000,1.0000,1.0000
93,Fractal Noise,Christopher Paolini,openlibrary,/works/OL35749905W,Sneak Peek for Fractal Noise,Christopher Paolini,"Doherty Associates, LLC, Tom",ingles,9781250323057,1250323053,1.0000,1.0000,1.0000,0.2069,0.9207
93,Fractal Noise,Christopher Paolini,openlibrary,/works/OL36478119W,"FractalVerse 2-Book Set by Christopher Paolini (to Sleep in a Sea of Stars, Fractal Noise)",Christopher Paolini,STEMCOOL,ingles,9781637990230,1637990235,1.0000,1.0000,1.0000,0.3636,0.9364
94,Project Hail Mary,Andy Weir,openlibrary,/works/OL21745884W,Project Hail Mary,Andy Weir,Muza,ingles,9781473582583,9189298322,1.0000,1.0000,1.0000,0.0000,0.9000
94,Project Hail Mary,Andy Weir,openlibrary,/works/OL44561426W,Project Hail Mary,Andy Weir,"Penguin Books, Limited",ingles,9781804953693,1804953695,1.0000,1.0000,1.0000,0.2143,0.9214
94,Project Hail Mary,Andy Weir,openlibrary,/works/OL36735881W,"Andy Weir's 3-Book Collection Set (Project Hail Mary, Artemis, the Martian)",Andy Weir,STEMCOOL,ingles,9781637990520,1637990529,1.0000,1.0000,1.0000,0.2667,0.9267
94,Project Hail Mary,Andy Weir,google_books,CnSJEQAAQBAJ,Project Hail Mary (Movie Tie-In),Andy Weir,Random House,ingles,9798217299461,,1.0000,1.0000,1.0000,0.3158,0.9316
94,Project Hail Mary,Andy Weir,google_books,pmGREAAAQBAJ,Proyecto Hail Mary / Project Hail Mary,Andy Weir,National Geographic Books,espanol,9788418037016,8418037016,1.0000,1.0000,0.0000,0.1250,0.8125
94,Project Hail Mary,Andy Weir,google_books,79nAzQEACAAJ,Project Hail Mary,Andy Weir,Del Rey,ingles,9781529100624,1529100623,1.0000,1.0000,1.0000,1.0000,1.0000
94,Project Hail Mary,Andy Weir,google_books,XT-OEAAAQBAJ,Project Hail Mary,Andy Weir,National Geographic Books,ingles,9780593395561,0593395565,1.0000,1.0000,1.0000,0.1250,0.9125
94,Project Hail Mary,Andy Weir,google_books,_RH2DwAAQBAJ,Project Hail Mary,Andy Weir,Random House,ingles,9781473582583,147358258X,1.0000,1.0000,1.0000,0.3158,0.9316
94,Project Hail Mary,Andy Weir,google_books,GBuKEQAAQBAJ,Project Hail Mary (Urania Jumbo),Andy Weir,Edizioni Mondadori,italiano,9788835745839,8835745837,1.0000,1.0000,0.0000,0.2400,0.8240
94,Project Hail Mary,Andy Weir,google_books,uxAl0AEACAAJ,"Andy Weir's 3-Book Collection Set (Project Hail Mary, Artemis, the Martian)",Andy Weir,desconocido,ingles,9781637990520,1637990529,1.0000,1.0000,1.0000,0.5000,0.9500
94,Project Hail Mary,Andy Weir,google_books,22WazgEACAAJ,Project Hail Mary,Weir Andy,desconocido,desconocido,9788925588735,8925588730,1.0000,1.0000,0.5000,0.5000,0.9000
95,Contact,Carl Sagan,openlibrary,/works/OL2950903W,Contact,Carl Sagan,Huang guan wen hua chu ban yu xian gong si,ingles,9788401491252,8401462231,1.0000,1.0000,1.0000,0.5000,0.9500
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL16307946W,Mars trilogy,Edgar Rice Burroughs,Simon & Schuster Books for Young Readers,ingles,9781442446335,1442423870,1.0000,1.0000,1.0000,0.5000,0.9500
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL27304403W,The Mars trilogy 2,Edgar Rice Burroughs,ERBville Press,ingles,9781936720194,1936720191,1.0000,1.0000,1.0000,0.5000,0.9500
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL40961674W,Mars Trilogy,Edgar Rice Burroughs,CreateSpace Independent Publishing Platform,ingles,9781544210100,1544210108,1.0000,1.0000,1.0000,0.5000,0.9500
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL24671821W,"Mars trilogy, Edgar Rice Burroughs",Edgar Rice Burroughs,CreateSpace Independent Publishing Platform,desconocido,9781546540205,1546540202,1.0000,1.0000,0.5000,0.5000,0.9000
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL41066472W,John Carter of Mars : Trilogy,Edgar Rice Burroughs,CreateSpace Independent Publishing Platform,ingles,9781535555654,1535555653,1.0000,1.0000,1.0000,0.5000,0.9500
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL21411925W,Edgar Rice Burroughs Combo #3 : The Mars Books Volume I : The Original John Carter Trilogy,Edgar Rice Burroughs,CreateSpace Independent Publishing Platform,desconocido,9781492387121,1492387126,1.0000,1.0000,0.5000,0.5000,0.9000
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL21411935W,Edgar Rice Burroughs Combo #3 : The Mars Books Volume I - Large Print Edition : The Original John Carter Trilogy,Edgar Rice Burroughs,Createspace Independent Publishing Platform,desconocido,9781492388050,149238805X,1.0000,1.0000,0.5000,0.5000,0.9000
96,Mars Trilogy,Edgar Rice Burroughs,openlibrary,/works/OL19369966W,"The John Carter Trilogy of Edgar Rice Burroughs: A Princess of Mars, the Gods of Mars and the Warlord of Mars -A Pulp-Lit Annotated Omnibus Edition",Edgar Rice Burroughs; Finn J D John,Pulp-Lit Productions,desconocido,9781945032004,1945032006,1.0000,1.0000,0.5000,0.5000,0.9000
97,Entoverse,James P. Hogan,openlibrary,/works/OL175685W,Entoverse,James P. Hogan,Del Rey,ingles,9780345379429,0345360303,1.0000,1.0000,1.0000,0.1667,0.9167
97,Entoverse,James P. Hogan,openlibrary,/works/OL15855710W,James P. Hogan's Entoverse,James P. Hogan,Ballantine Books,ingles,9780345360304,0345360303,1.0000,1.0000,1.0000,0.1905,0.9190
97,Entoverse,James P. Hogan,openlibrary,/works/OL19661157W,Entoverse [Japanese Edition] (Volume # 2),James P. Hogan,Tokyo Sogensha,desconocido,9784488013639,4488013635,1.0000,1.0000,0.5000,0.2105,0.8711
98,Ringworld Engineers,Larry Niven,openlibrary,/works/OL510404W,The Ringworld Engineers (Ringworld),Larry Niven,"Books on Tape, Inc.",ingles,9783404242399,0575027916,1.0000,1.0000,0.0000,0.5000,0.8500
98,Ringworld Engineers,Larry Niven,openlibrary,/works/OL32465894W,Ringworld Engineers,Larry Niven; Paul Michael Garcia,"Blackstone Audio, Incorporated",ingles,9781455126637,1455126632,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893415W,Dune,Frank Herbert,AST,aleman,9782221252055,0606031111,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893526W,Dune Messiah,Frank Herbert,AST,aleman,9782266154512,5237041485,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893516W,Children of Dune,Frank Herbert,Tandem Library,espanol,9788373017269,2221259939,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893515W,God Emperor of Dune,Frank Herbert,Brand: Macmillan Audio,aleman,9782221252321,838188778X,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893502W,Heretics of Dune,Frank Herbert,Heyne,ingles,9780425087329,8473863488,1.0000,1.0000,1.0000,0.5000,0.9500
99,Dune,Frank Herbert,openlibrary,/works/OL893508W,Chapterhouse Dune,Frank Herbert,Putnam,aleman,9780808599623,0593201779,1.0000,1.0000,0.0000,0.5000,0.8500
99,Dune,Frank Herbert,openlibrary,/works/OL893444W,The Great Dune Trilogy,Frank Herbert,Berkley,ingles,9780575070707,0425048187,1.0000,1.0000,1.0000,0.5000,0.9500
99,Dune,Frank Herbert,openlibrary,/works/OL893474W,The road to Dune,Frank Herbert; Kevin J. Anderson; Brian Herbert; Scott Brick; Herbert Franke; Brian Herbert,"Doherty Associates, LLC, Tom",ingles,9781593977764,0340837462,1.0000,1.0000,1.0000,0.5000,0.9500
99,Dune,Frank Herbert,openlibrary,/works/OL893425W,Dune messiah & Children of Dune,Frank Herbert,SFBC,ingles,9780739423998,0739423991,1.0000,1.0000,1.0000,0.5000,0.9500
99,Dune,Frank Herbert,openlibrary,/works/OL27869171W,Dune Messiah,Frank Herbert,Penguin Publishing Group,ingles,9781804228036,1804228036,1.0000,1.0000,1.0000,0.5000,0.9500
101,2001: Odisea Espacial,Arthur C. Clarke,openlibrary,/works/OL37859167W,2001 : una Odisea Espacial / 2001,Arthur C. Clarke,Penguin Random House Grupo Editorial,espanol,9786073838399,6073838395,1.0000,1.0000,1.0000,0.5000,0.9500
102,The Human Division,John Scalzi,openlibrary,/works/OL19966149W,The human division,John Scalzi,Tor,ingles,9780765333513,0765333511,1.0000,1.0000,1.0000,1.0000,1.0000
102,The Human Division,John Scalzi,openlibrary,/works/OL19346651W,"Old Man's War Series: (Old Man's War, The Ghost Brigades, The Last Colony, Zoe's Tale, The Human Division, The End of All Things)",John Scalzi,Tor Books,ingles,9780765396761,0765396769,1.0000,1.0000,1.0000,1.0000,1.0000
103,Artificial Intelligence: A Modern Approach,Stuart Russell; Peter Norvig,google_books,8jZBksh-bUMC,Artificial Intelligence,Stuart Jonathan Russell; Peter Norvig; Ernest Davis,Prentice Hall,ingles,9780136042594,0136042597,1.0000,1.0000,1.0000,1.0000,1.0000
103,Artificial Intelligence: A Modern Approach,Stuart Russell; Peter Norvig,google_books,koFptAEACAAJ,Artificial Intelligence,Stuart Russell; Peter Norvig,Pearson Higher Education,ingles,9780134610993,0134610997,1.0000,1.0000,1.0000,0.2703,0.9270
103,Artificial Intelligence: A Modern Approach,Stuart Russell; Peter Norvig,google_books,5WfMAQAACAAJ,Artificial Intelligence: A Modern Approach 2Nd Ed.,Stuart J. Russell,desconocido,ingles,9781876445546,1876445548,1.0000,0.9333,1.0000,0.5000,0.9333
103,Artificial Intelligence: A Modern Approach,Stuart Russell; Peter Norvig,google_books,_BV6DAAAQBAJ,"Artificial Intelligence: A Modern Approach, Global Edition",Stuart Russell; Peter Norvig,Pearson Higher Ed,ingles,9781292153971,1292153970,1.0000,1.0000,1.0000,0.3333,0.9333
104,Data Structures and Problem Solving with C++,Mark Allen Weiss,openlibrary,/works/OL1958929W,"Algorithms, data structures, and problem solving with C++",Mark Allen Weiss,Addison-Wesley Pub. Co.,ingles,9780805316667,0805316663,1.0000,1.0000,1.0000,1.0000,1.0000
105,Introduction to the Theory of Computation,Michael Sipser,openlibrary,/works/OL19859284W,Introduction to the theory of computation,Michael Sipser,Cengage Learning,ingles,9781133187790,113318779X,1.0000,1.0000,1.0000,1.0000,1.0000
105,Introduction to the Theory of Computation,Michael Sipser,openlibrary,/works/OL2927329W,Introduction to the Theory of Computation,Michael Sipser,Course Technology,ingles,9780534950972,0534950973,1.0000,1.0000,1.0000,0.3333,0.9333
105,Introduction to the Theory of Computation,Michael Sipser,openlibrary,/works/OL2927330W,Introduction to the theory of computation,Michael Sipser,PWS Pub. Co.,ingles,9780534947286,053494728X,1.0000,1.0000,1.0000,0.1176,0.9118
105,Introduction to the Theory of Computation,Michael Sipser,openlibrary,/works/OL20910603W,Introduction to the Theory of Computation. Michael Sipser,Michael Sipser,Thomson South-Western,desconocido,9781133187813,1133187811,1.0000,1.0000,0.5000,0.1429,0.8643
105,Introduction to the Theory of Computation,Michael Sipser,openlibrary,/works/OL34546133W,Introduction to the Theory of Computation (Ise),Michael Sipser,Course Technology Inc,desconocido,9780619217648,0619217642,1.0000,1.0000,0.5000,0.2857,0.8786
106,Feynman Lectures on Computation,Richard P. Feynman,openlibrary,/works/OL514615W,Feynman lectures on computation,Richard Phillips Feynman,Addison-Wesley,ingles,9780201489910,0738202967,1.0000,0.9375,1.0000,1.0000,0.9844
106,Feynman Lectures on Computation,Richard P. Feynman,openlibrary,/works/OL25241008W,Feynman Lectures on Computation,Richard Phillips Feynman,Taylor & Francis Group,ingles,9780429991158,0429991150,1.0000,0.9375,1.0000,0.3529,0.9197
106,Feynman Lectures on Computation,Richard P. Feynman,openlibrary,/works/OL25831265W,Feynman Lectures On Computation,Richard Phillips Feynman; Anthony Hey,Avalon Publishing,ingles,9780813345451,0813345456,1.0000,0.9375,1.0000,0.3226,0.9166
106,Feynman Lectures on Computation,Richard P. Feynman,openlibrary,/works/OL29343881W,Feynman Lectures on Computation,Richard Phillips Feynman; Anthony J. G. Hey; Robin W. Allen,"Penguin Books, Limited",ingles,9780140284515,0140284516,1.0000,0.9375,1.0000,0.2286,0.9072
109,Python Distilled,David M. Beazley,openlibrary,/works/OL25803481W,Python Distilled,David M. Beazley,"Pearson Education, Limited",ingles,9780134173405,0134173376,1.0000,1.0000,1.0000,0.3590,0.9359
110,Prolog Programming for Artificial Intelligence,Ivan Bratko,openlibrary,/works/OL4437689W,Prolog programming for artificial intelligence,"Ivan Bratko; Bratko, Ivan.; Ivan Bratko",Addison-Wesley,ingles,9780201403756,5845906644,1.0000,1.0000,1.0000,1.0000,1.0000
111,Number Theory in Science and Communication,M.R. Schroeder,openlibrary,/works/OL9075206W,Number Theory in Science and Communication,M.R. Schroeder,Springer,ingles,9783540265962,3540265961,1.0000,1.0000,1.0000,1.0000,1.0000
114,How Linux Works,Brian Ward,openlibrary,/works/OL2725099W,How Linux Works,Brian Ward,No Starch Press,ingles,9781718500402,1593275676,1.0000,1.0000,1.0000,1.0000,1.0000
114,How Linux Works,Brian Ward,openlibrary,/works/OL36397519W,How Linux Work,Brian Ward,Independently Published,ingles,9798483731795,,0.9655,1.0000,1.0000,0.3158,0.9126
114,How Linux Works,Brian Ward,openlibrary,/works/OL40785190W,How Linux Works,Brian Ward,CreateSpace Independent Publishing Platform,ingles,9781548955823,1548955825,1.0000,1.0000,1.0000,0.2759,0.9276
114,How Linux Works,Brian Ward,google_books,73okEAAAQBAJ,"How Linux Works, 3rd Edition",Brian Ward,No Starch Press,ingles,9781718500402,1718500408,1.0000,1.0000,1.0000,1.0000,1.0000
114,How Linux Works,Brian Ward,google_books,36O7zgEACAAJ,"How Linux Works, 3rd Edition",Brian Ward,desconocido,ingles,9781098128913,1098128915,1.0000,1.0000,1.0000,0.5000,0.9500
114,How Linux Works,Brian Ward,google_books,wOGUuoHUyAEC,How Linux Works,Brian Ward,No Starch Press,ingles,9781593270353,1593270356,1.0000,1.0000,1.0000,1.0000,1.0000
114,How Linux Works,Brian Ward,google_books,sgYvDwAAQBAJ,"How Linux Works, 2nd Edition",Brian Ward,No Starch Press,ingles,9781593276454,1593276451,1.0000,1.0000,1.0000,1.0000,1.0000
114,How Linux Works,Brian Ward,google_books,3344uAEACAAJ,How Linux Works,Brian Ward,desconocido,ingles,9788173668333,8173668337,1.0000,1.0000,1.0000,0.5000,0.9500
114,How Linux Works,Brian Ward,google_books,TQCXAQAACAAJ,"How Linux Works, 2nd Edition",Brian Ward,desconocido,ingles,9781457185519,1457185512,1.0000,1.0000,1.0000,0.5000,0.9500
114,How Linux Works,Brian Ward,google_books,A_Z8QgAACAAJ,HOW LINUX WORKS,Brian Ward,desconocido,desconocido,9784839918545,4839918546,1.0000,1.0000,0.5000,0.5000,0.9000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL31821W,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill,ingles,9780075551010,0394367685,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL31817W,Student Solutions Guide for Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill Science/Engineering/Math,ingles,9780070539662,0070539669,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL27675760W,Instructor's resource guide to accompany discrete mathematics and its applications,Kenneth H. Rosen,McGraw-Hill Higher Education,ingles,9780073107813,0073107816,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL28603789W,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill,ingles,9780070530478,0070530475,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL27784794W,"Discrete Mathematics and Its Applications, Global Edition",Kenneth H. Rosen,McGraw Hill Higher Education,desconocido,9780071317108,0071317104,1.0000,1.0000,0.5000,1.0000,0.9500
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL19886860W,Instructor's resource guide for discrete mathematics and its applications,Kenneth H. Rosen,McGraw-Hill,ingles,9780072474800,0072474807,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL9251298M,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill Education,ingles,9780070539679,0070539677,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL9262346M,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill Science/Engineering/Math,ingles,9780073312712,0073312711,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL7296594M,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill Education,ingles,9780070539679,0070539677,1.0000,1.0000,1.0000,1.0000,1.0000
116,Discrete Mathematics and Its Applications,Kenneth H. Rosen,openlibrary,/works/OL7307675M,Discrete Mathematics and Its Applications,Kenneth H. Rosen,McGraw-Hill Science/Engineering/Math,ingles,9780073312712,0073312711,1.0000,1.0000,1.0000,1.0000,1.0000
117,Managing Gigabytes,Ian H. Witten; Alistair Moffat; Timothy C. Bell,openlibrary,/works/OL19885452W,Managing gigabytes,Ian H. Witten; Alistair Moffat; Timothy C. Bell,Morgan Kaufmann,ingles,9781558605701,0080510884,1.0000,1.0000,1.0000,1.0000,1.0000
117,Managing Gigabytes,Ian H. Witten; Alistair Moffat; Timothy C. Bell,google_books,2F74jyPl48EC,Managing Gigabytes,Ian H. Witten; Alistair Moffat; Timothy C. Bell,Morgan Kaufmann,ingles,9781558605701,1558605703,1.0000,1.0000,1.0000,1.0000,1.0000
118,Introduction to Algorithms,Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,openlibrary,/works/OL4781294W,Introduction to Algorithms,Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,PHI Learning Pvt. Ltd. (Originally MIT Press),ingles,9780072970548,026225946X,1.0000,1.0000,1.0000,1.0000,1.0000
118,Introduction to Algorithms,Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,openlibrary,/works/OL36771409W,Introduction to Algorithms (International Edition),Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,Prentice Hall India,desconocido,9788120321410,8120321413,1.0000,1.0000,0.5000,0.3571,0.8857
118,Introduction to Algorithms,Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,openlibrary,/works/OL36029740W,Introduction to Algorithms (Instructor's Manual),Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,CreateSpace Independent Publishing Platform,ingles,9781495319280,1495319288,1.0000,1.0000,1.0000,0.2308,0.9231
118,Introduction to Algorithms,Thomas H. Cormen; Charles E. Leiserson; Ronald L. Rivest; Clifford Stein,openlibrary,/works/OL31327254W,Introduction to Algorithms Text in Russian,Thomas H. Cormen; Charles E. Leiserson,5845908574,desconocido,9785845908575,5845908574,1.0000,1.0000,0.5000,0.0000,0.8500
119,Beej's Guide to Network Programming,Brian Hall,openlibrary,/works/OL30351965W,Beej's Guide to Network Programming,"Brian ""beej Jorgensen"" Hall",Independently Published,ingles,9781705309902,1705309909,1.0000,1.0000,1.0000,0.5000,0.9500
120,Seven More Languages in Seven Weeks,Bruce A. Tate,openlibrary,/works/OL17079475W,Seven More Languages in Seven Weeks,Bruce Tate,Pragmatic Bookshelf,ingles,9781941222157,1941222153,1.0000,1.0000,1.0000,1.0000,1.0000
121,Seven Databases in Seven Weeks,Eric Redmond; Jim R. Wilson,openlibrary,/works/OL16551338W,Seven Databases in Seven Weeks,Eric Redmond,Pragmatic Bookshelf,ingles,9781934356920,1934356921,1.0000,1.0000,1.0000,1.0000,1.0000
121,Seven Databases in Seven Weeks,Eric Redmond; Jim R. Wilson,openlibrary,/works/OL19542785W,Seven Databases in Seven Weeks: A Guide to Modern Databases and the NoSQL Movement,Luc Perkins; Eric Redmond; Jim Wilson,Pragmatic Bookshelf,desconocido,9781680502534,1680502530,1.0000,0.9583,0.5000,1.0000,0.9396
121,Seven Databases in Seven Weeks,Eric Redmond; Jim R. Wilson,google_books,cMpYEQAAQBAJ,Seven Databases in Seven Weeks,Luc Perkins; Eric Redmond; Jim Wilson,The Pragmatic Programmers LLC,ingles,9781680505979,1680505971,1.0000,0.9583,1.0000,0.6429,0.9539
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL2664272W,Computer Organization and Design,John L. Hennessy; David A. Patterson,Morgan Kaufmann,ingles,9780123744937,1558602828,1.0000,1.0000,1.0000,1.0000,1.0000
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL2956523W,Computer organization and design,David A. Patterson,Elsevier/Morgan Kaufmann,ingles,9780080502571,0080886132,1.0000,1.0000,1.0000,1.0000,1.0000
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL20842376W,Computer Organization and Design RISC-V Edition,David A. Patterson; John L. Hennessy,Morgan Kaufmann,ingles,9780128203316,0128203315,1.0000,1.0000,1.0000,1.0000,1.0000
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL21678439W,Computer Organization and Design MIPS Edition,David A. Patterson; John L. Hennessy,Elsevier Science & Technology,ingles,9780128201091,0128201096,1.0000,1.0000,1.0000,0.1905,0.9190
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL16495435W,Computer organization and design,David A. Patterson,Morgan Kaufmann,ingles,9780123747501,0123747503,1.0000,1.0000,1.0000,1.0000,1.0000
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL17806321W,"Computer organization and design : the hardware, software interface - 5. ed.",David A. Patterson; John L. Hennessy,Elsevier,desconocido,9780124077263,0124077269,1.0000,1.0000,0.5000,0.0870,0.8587
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL27706344W,Computer Organization and Design,David A. Patterson; John L. Hennessy,机械工业出版社,desconocido,9787111631118,7111631110,1.0000,1.0000,0.5000,0.0000,0.8500
122,Computer Organization and Design,David A. Patterson; John L. Hennessy,openlibrary,/works/OL18822442W,Computer Organization and Design MIPS Edition,David A. Patterson; John L. Hennessy,Morgan Kaufmann,desconocido,9780124078864,0124078869,1.0000,1.0000,0.5000,1.0000,0.9500
