input_id,titulo_input,autores_input,source,source_id,titulo_candidato,autores_candidato,editorial_candidata,idioma_candidato,isbn_13,isbn_10,title_score,authors_score,language_score,publisher_score,score
1,Deep Learning with Python,Francois Chollet,openlibrary,/works/OL19541947W,Deep Learning with Python,Francois Chollet,Manning Publications,ingles,9781638352044,1638352046,1.0000,1.0000,1.0000,1.0000,1.0000
1,Deep Learning with Python,Francois Chollet,openlibrary,/works/OL25472735W,"Deep Learning with Python, Second Edition",François Chollet,Manning Publications Co. LLC,ingles,9781617296864,1638350094,1.0000,1.0000,1.0000,1.0000,1.0000
1,Deep Learning with Python,Francois Chollet,openlibrary,/works/OL44584320W,"Deep Learning with Python, Third Edition",Francois Chollet; Matthew Watson,Manning Publications Co. LLC,ingles,9781638357773,1638357773,1.0000,1.0000,1.0000,1.0000,1.0000
1,Deep Learning with Python,Francois Chollet,google_books,wzozEAAAQBAJ,Deep Learning with Python,Francois Chollet,Simon and Schuster,ingles,9781638352044,1638352046,1.0000,1.0000,1.0000,0.3200,0.9320
1,Deep Learning with Python,Francois Chollet,google_books,XHpKEAAAQBAJ,"Deep Learning with Python, Second Edition",Francois Chollet; François Chollet,Simon and Schuster,ingles,9781617296864,1617296864,1.0000,1.0000,1.0000,0.3200,0.9320
1,Deep Learning with Python,Francois Chollet,google_books,1yyHEQAAQBAJ,"Deep Learning with Python, Third Edition",Francois Chollet; Matthew Watson,Simon and Schuster,ingles,9781633436589,1633436586,1.0000,1.0000,1.0000,0.3200,0.9320
3,Understanding Deep Learning,Simon J.D. Prince,google_books,pPyxEAAAQBAJ,Understanding Deep Learning,Simon J.D. Prince,MIT Press,ingles,9780262377102,0262377101,1.0000,1.0000,1.0000,1.0000,1.0000
4,Probabilistic Machine Learning: An Introduction,Kevin P. Murphy,google_books,wrZNEAAAQBAJ,Probabilistic Machine Learning,Kevin P. Murphy,MIT Press,ingles,9780262046824,0262046822,1.0000,1.0000,1.0000,1.0000,1.0000
5,Why Machines Learn,Anil Ananthaswamy,openlibrary,/works/OL37831042W,Why Machines Learn,Anil Ananthaswamy,Penguin Publishing Group,ingles,9781802060867,0593185749,1.0000,1.0000,1.0000,0.1333,0.9133
5,Why Machines Learn,Anil Ananthaswamy,google_books,yLfPEAAAQBAJ,Why Machines Learn,Anil Ananthaswamy,Random House,ingles,9781802060874,1802060871,1.0000,1.0000,1.0000,0.2222,0.9222
5,Why Machines Learn,Anil Ananthaswamy,google_books,BZHPEAAAQBAJ,Why Machines Learn,Anil Ananthaswamy,Penguin,ingles,9780593185759,0593185757,1.0000,1.0000,1.0000,0.3077,0.9308
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,openlibrary,/works/OL3267304W,Structure and Interpretation of Computer Programs (SICP),Harold Abelson; Gerald Jay Sussman; Julie Sussman,Springer,aleman,9780262011532,3540423427,1.0000,1.0000,0.0000,0.3529,0.8353
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,openlibrary,/works/OL39109952W,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald J. Sussman; Julie Sussman,MIT Press,ingles,9780262510462,0262510464,1.0000,0.9355,1.0000,1.0000,0.9839
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,iL34DwAAQBAJ,"Structure and Interpretation of Computer Programs, second edition",Harold Abelson; Gerald Jay Sussman,MIT Press,ingles,9780262510875,0262510871,1.0000,1.0000,1.0000,1.0000,1.0000
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,WSUuEAAAQBAJ,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,MIT Press,ingles,9780262367622,0262367629,1.0000,1.0000,1.0000,1.0000,1.0000
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,-IoS0AEACAAJ,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman; Martin Henz; Tobias Wrigstad; Julie Sussman,desconocido,ingles,9780262367639,0262367637,1.0000,1.0000,1.0000,0.5000,0.9500
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,9OSMEAAAQBAJ,"Instructor's Manual t/a Structure and Interpretation of Computer Programs, second edition",Julie Sussman,National Geographic Books,ingles,9780262692205,0262692201,1.0000,0.7000,1.0000,0.1176,0.8368
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,lTBuzgEACAAJ,Structure And Interpretation Of Computer Programs (2nd Edition),Harold Abelson; Gerald Jay Sussman; Julie Sussman,desconocido,ingles,9788173715273,8173715270,1.0000,1.0000,1.0000,0.5000,0.9500
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,_bo0YAAACAAJ,Computer exercises to accumpany structure and interpretation of computer programs : version for IBM PC compatible machines,Harold Abelson; Gerald Jay Sussman,desconocido,ingles,9780070004429,0070004420,1.0000,1.0000,1.0000,0.5000,0.9500
6,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman,google_books,JpJqPgAACAAJ,Structure and Interpretation of Computer Programs,Harold Abelson; Gerald J. Sussman,desconocido,ingles,9780262510455,0262510456,1.0000,0.9688,1.0000,0.5000,0.9422
7,Learn Physics with Functional Programming,Scott N. Walck,openlibrary,/works/OL28844268W,Learn Physics with Functional Programming,Scott N. Walck,"No Starch Press, Incorporated",ingles,9781718501676,1718501676,1.0000,1.0000,1.0000,1.0000,1.0000
7,Learn Physics with Functional Programming,Scott N. Walck,google_books,qS1mEAAAQBAJ,Learn Physics with Functional Programming,Scott N. Walck,No Starch Press,ingles,9781718501669,1718501668,1.0000,1.0000,1.0000,1.0000,1.0000
8,Grokking Algorithms,Aditya Bhargava,openlibrary,/works/OL19546865W,Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Y. Bhargava,Manning Publications,ingles,9781617292231,1617292230,1.0000,1.0000,1.0000,1.0000,1.0000
8,Grokking Algorithms,Aditya Bhargava,openlibrary,/works/OL25919119W,Grokking Algorithms,Aditya Y. Bhargava,Manning,ingles,9781638353348,1638353344,1.0000,1.0000,1.0000,1.0000,1.0000
8,Grokking Algorithms,Aditya Bhargava,openlibrary,/works/OL37769525W,"Grokking Algorithms, Second Edition",Aditya Y. Bhargava,Manning,ingles,9781633438538,1633438538,1.0000,1.0000,1.0000,1.0000,1.0000
8,Grokking Algorithms,Aditya Bhargava,google_books,rcj3EAAAQBAJ,"Grokking Algorithms, Second Edition",Aditya Y Bhargava,Simon and Schuster,ingles,9781633438538,1633438538,1.0000,1.0000,1.0000,0.3200,0.9320
8,Grokking Algorithms,Aditya Bhargava,google_books,yzkzEAAAQBAJ,Grokking Algorithms,Aditya Bhargava,Simon and Schuster,ingles,9781638353348,1638353344,1.0000,1.0000,1.0000,0.3200,0.9320
8,Grokking Algorithms,Aditya Bhargava,google_books,JIz2EAAAQBAJ,"Grokking Algorithms, Second Edition",Aditya Y Bhargava,Simon and Schuster,ingles,9781638354567,1638354561,1.0000,1.0000,1.0000,0.3200,0.9320
9,Software Design for Flexibility,Chris Hanson; Gerald Jay Sussman,openlibrary,/works/OL22021506W,Software Design for Flexibility,Chris Hanson; Gerald Jay Sussman,MIT Press,ingles,9780262045490,0262045494,1.0000,1.0000,1.0000,1.0000,1.0000
9,Software Design for Flexibility,Chris Hanson; Gerald Jay Sussman,google_books,AOUbEAAAQBAJ,Software Design for Flexibility,Chris Hanson; Gerald Jay Sussman,MIT Press,ingles,9780262045490,0262045494,1.0000,1.0000,1.0000,1.0000,1.0000
10,Higher-Order Perl,Mark Jason Dominus,openlibrary,/works/OL8856125W,Higher-Order Perl,Mark Jason Dominus,Elsevier Science,ingles,9780080478340,1423708172,1.0000,1.0000,1.0000,0.1290,0.9129
10,Higher-Order Perl,Mark Jason Dominus,google_books,4_q8JJWNaTsC,Higher-Order Perl,Mark Jason Dominus,Elsevier,ingles,9780080478340,0080478344,1.0000,1.0000,1.0000,0.0870,0.9087
10,Higher-Order Perl,Mark Jason Dominus,google_books,ejbzvQAACAAJ,Higher-order Perl,Mark Jason Dominus,desconocido,ingles,9781558607019,1558607013,1.0000,1.0000,1.0000,0.5000,0.9500
11,The Magic of Code,Samuel Arbesman,google_books,lVAoEQAAQBAJ,The Magic of Code,Samuel Arbesman,Hachette UK,ingles,9781541704503,1541704509,1.0000,1.0000,1.0000,0.5000,0.9500
11,The Magic of Code,Samuel Arbesman,google_books,GuTv0AEACAAJ,The Magic of Code,Samuel Arbesman,desconocido,ingles,9781541704480,1541704487,1.0000,1.0000,1.0000,0.5000,0.9500
12,The Infinite Book,John D. Barrow,openlibrary,/works/OL865345W,The Infinite Book,John D. Barrow,해나무,ingles,9781400032242,0375422277,1.0000,1.0000,1.0000,0.0000,0.9000
12,The Infinite Book,John D. Barrow,google_books,FAR2bhqrFNoC,The Infinite Book,John D. Barrow,Random House,ingles,9781407072746,1407072749,1.0000,1.0000,1.0000,0.5000,0.9500
13,Cracking the Coding Interview,Gayle Laakmann McDowell,openlibrary,/works/OL16816263W,Cracking The Coding Interview,Gayle Laakmann McDowell,CAREERCUP,ingles,9780984782864,1466208686,1.0000,1.0000,1.0000,1.0000,1.0000
13,Cracking the Coding Interview,Gayle Laakmann McDowell,openlibrary,/works/OL42570617W,Beyond Cracking the Coding Interview,Gayle Laakmann McDowell; Mike Mroczka; Aline Lerner; Nil Mamano,CareerCup,ingles,9781955706001,195570600X,1.0000,1.0000,1.0000,1.0000,1.0000
13,Cracking the Coding Interview,Gayle Laakmann McDowell,google_books,jD8iswEACAAJ,Cracking the Coding Interview,Gayle Laakmann McDowell,Careercup,ingles,9780984782857,0984782850,1.0000,1.0000,1.0000,1.0000,1.0000
13,Cracking the Coding Interview,Gayle Laakmann McDowell,google_books,sFx8jgEACAAJ,"Cracking the Coding Interview, 6th Edition",Gayle Laakmann McDowell,desconocido,ingles,9780984782864,0984782869,1.0000,1.0000,1.0000,0.5000,0.9500
13,Cracking the Coding Interview,Gayle Laakmann McDowell,google_books,nlgWywAACAAJ,Cracking the Coding Interview,Gayle Laakmann McDowell,Careercup,ingles,9780984782802,098478280X,1.0000,1.0000,1.0000,1.0000,1.0000
13,Cracking the Coding Interview,Gayle Laakmann McDowell,google_books,BrcZ0QEACAAJ,Beyond Cracking the Coding Interview,Gayle Laakmann McDowell; Mike Mroczka; Aline Lerner; Nil Mamano,desconocido,ingles,9781955706001,195570600X,1.0000,1.0000,1.0000,0.5000,0.9500
14,It's a Numberful World,Eddie Woo,openlibrary,/works/OL24745574W,It's a Numberful World,Eddie Woo; Adam Lofbomm,"Experiment LLC, The",ingles,9781618032263,1618032267,1.0000,1.0000,1.0000,0.5000,0.9500
14,It's a Numberful World,Eddie Woo,openlibrary,/works/OL21355197W,It's a Numberful World,Woo Eddie,"Experiment LLC, The",ingles,9781615196128,1615196129,1.0000,1.0000,1.0000,0.5000,0.9500
14,It's a Numberful World,Eddie Woo,google_books,eHeHDwAAQBAJ,It's a Numberful World,Eddie Woo,The Experiment + ORM,ingles,9781615196135,1615196137,1.0000,1.0000,1.0000,0.5000,0.9500
15,How to Speak Machine,John Maeda,openlibrary,/works/OL20920093W,How to Speak Machine,John Maeda,Portfolio,ingles,9780262553179,0241976634,1.0000,1.0000,1.0000,0.5000,0.9500
15,How to Speak Machine,John Maeda,google_books,HUiLDwAAQBAJ,How to Speak Machine,John Maeda,Penguin,ingles,9780399564437,0399564438,1.0000,1.0000,1.0000,0.5000,0.9500
15,How to Speak Machine,John Maeda,google_books,fZIgEQAAQBAJ,"How to Speak Machine, with a new preface by the author",John Maeda,MIT Press,ingles,9780262553179,0262553171,1.0000,1.0000,1.0000,0.5000,0.9500
15,How to Speak Machine,John Maeda,google_books,TtSIDwAAQBAJ,How to Speak Machine,John Maeda,Penguin UK,ingles,9780241976616,0241976618,1.0000,1.0000,1.0000,0.5000,0.9500
16,Concrete Mathematics: A Foundation for Computer Science,Ronald L. Graham; Donald E. Knuth; Oren Patashnik,google_books,ctnPEAAAQBAJ,Concrete Mathematics,Ronald L. Graham; Donald E. Knuth; Oren Patashnik,Addison-Wesley Professional,ingles,9780134389981,0134389980,1.0000,1.0000,1.0000,1.0000,1.0000
16,Concrete Mathematics: A Foundation for Computer Science,Ronald L. Graham; Donald E. Knuth; Oren Patashnik,google_books,Q543AAAACAAJ,Concrete Mathematics,Ronald L. Graham; Donald Ervin Knuth; Oren Patashnik,desconocido,ingles,9789814053327,9814053325,1.0000,0.9773,1.0000,0.5000,0.9443
17,High Performance Python,Micha Gorelick; Ian Ozsvald,openlibrary,/works/OL19547492W,High Performance Python: Practical Performant Programming for Humans,Micha Gorelick; Ian Ozsvald,"O'Reilly Media, Incorporated",ingles,9781449361778,1449361765,1.0000,1.0000,1.0000,1.0000,1.0000
17,High Performance Python,Micha Gorelick; Ian Ozsvald,openlibrary,/works/OL42404534W,High Performance Python,Micha Gorelick; Ian Oszvald,"O'Reilly Media, Incorporated",ingles,9781098165963,1098165969,1.0000,0.9615,1.0000,1.0000,0.9904
17,High Performance Python,Micha Gorelick; Ian Ozsvald,google_books,tyfJBQAAQBAJ,High Performance Python,Micha Gorelick; Ian Ozsvald,"O'Reilly Media, Inc.",ingles,9781449361761,1449361765,1.0000,1.0000,1.0000,1.0000,1.0000
17,High Performance Python,Micha Gorelick; Ian Ozsvald,google_books,LcHgDwAAQBAJ,High Performance Python,Micha Gorelick; Ian Ozsvald,"O'Reilly Media, Inc.",ingles,9781492054979,1492054976,1.0000,1.0000,1.0000,1.0000,1.0000
18,Taming Big Data with Apache Spark and Python,Frank Kane,openlibrary,/works/OL19543743W,Frank Kane's Taming Big Data with Apache Spark and Python,Frank Kane,Packt Publishing - ebooks Account,desconocido,9781787287945,1787287947,1.0000,1.0000,0.5000,0.5000,0.9000
18,Taming Big Data with Apache Spark and Python,Frank Kane,google_books,8Hc5DwAAQBAJ,Frank Kane's Taming Big Data with Apache Spark and Python,Frank Kane,Packt Publishing Ltd,ingles,9781787288300,1787288307,1.0000,1.0000,1.0000,0.5000,0.9500
18,Taming Big Data with Apache Spark and Python,Frank Kane,google_books,g1RIzgEACAAJ,Taming Big Data with Apache Spark and Python--Hands On!,Frank Kane,desconocido,ingles,9781787129931,1787129934,1.0000,1.0000,1.0000,0.5000,0.9500
19,Data Science Essentials in Python,Dmitry Zinoviev,openlibrary,/works/OL19545467W,Data Science Essentials in Python,Dmitry Zinoviev,Pragmatic Bookshelf,ingles,9781680501841,1680501844,1.0000,1.0000,1.0000,1.0000,1.0000
19,Data Science Essentials in Python,Dmitry Zinoviev,google_books,-MlYEQAAQBAJ,Data Science Essentials in Python,Dmitry Zinoviev,The Pragmatic Programmers LLC,ingles,9781680503388,1680503383,1.0000,1.0000,1.0000,0.6429,0.9643
19,Data Science Essentials in Python,Dmitry Zinoviev,google_books,7Nc0tAEACAAJ,Data Science Essentials in Python,Dmitry Zinoviev,desconocido,ingles,9781680502237,1680502239,1.0000,1.0000,1.0000,0.5000,0.9500
20,Data Science from Scratch,Joel Grus,openlibrary,/works/OL20006690W,Data science from scratch,Joel Grus,O'Reilly Media,ingles,9781491901427,1491904402,1.0000,1.0000,1.0000,1.0000,1.0000
20,Data Science from Scratch,Joel Grus,google_books,YBKSDwAAQBAJ,Data Science from Scratch,Joel Grus,O'Reilly Media,ingles,9781492041108,1492041106,1.0000,1.0000,1.0000,1.0000,1.0000
20,Data Science from Scratch,Joel Grus,google_books,aD3rjgEACAAJ,Data Science from Scratch,Joel Grus,desconocido,ingles,9781491901410,1491901411,1.0000,1.0000,1.0000,0.5000,0.9500
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,openlibrary,/works/OL20709638W,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aurélien Géron,"O'Reilly Media, Incorporated",ingles,9781492032649,1492032646,1.0000,1.0000,1.0000,1.0000,1.0000
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,HnetDwAAQBAJ,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aurélien Géron,"O'Reilly Media, Inc.",ingles,9781492032595,149203259X,1.0000,1.0000,1.0000,1.0000,1.0000
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,V5ySEAAAQBAJ,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow",Aurélien Géron,"O'Reilly Media, Inc.",ingles,9781098122478,109812247X,1.0000,1.0000,1.0000,1.0000,1.0000
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,khpYDgAAQBAJ,Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurélien Géron,"O'Reilly Media, Inc.",ingles,9781491962268,1491962267,0.9643,1.0000,1.0000,1.0000,0.9804
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,2kiREQAAQBAJ,Hands-On Machine Learning with Scikit-Learn and PyTorch,Aurélien Géron,"O'Reilly Media, Inc.",ingles,9798341607958,,0.8776,1.0000,1.0000,1.0000,0.9327
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,0x6gEQAAQBAJ,"Aprende Machine Learning con Scikit-Learn, Keras y TensorFlow. Tercera Edición",Aurélien Géron,ANAYA MULTIMEDIA,espanol,9788441548282,8441548285,0.8679,1.0000,0.0000,0.2500,0.7524
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,Qn-W0QEACAAJ,"Hands-On Machine Learning with Scikit-Learn and Pytorch: Concepts, Tools, and Techniques to Build In",Aurelien Geron,desconocido,ingles,9788341607980,8341607980,0.8350,1.0000,1.0000,0.5000,0.8592
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,i6sH0AEACAAJ,"Hands-on Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurélien Géron,desconocido,ingles,9787576605945,7576605944,1.0000,1.0000,1.0000,0.5000,0.9500
21,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurelien Geron,google_books,Aa0-DwAAQBAJ,Deep Learning avec TensorFlow,Aurélien Géron,Dunod,frances,9782100767472,210076747X,0.7917,1.0000,0.0000,0.1538,0.7008
22,Generative AI on AWS,Chris Fregly; Antje Barth; Shelbee Eigenbrode,openlibrary,/works/OL36813792W,Generative AI on AWS,Chris Fregly; Antje Barth; Shelbee Eeigenbrode,"O'Reilly Media, Incorporated",ingles,9781098159221,1098159225,1.0000,0.9885,1.0000,1.0000,0.9971
22,Generative AI on AWS,Chris Fregly; Antje Barth; Shelbee Eigenbrode,google_books,MOTiEAAAQBAJ,Generative AI on AWS,Chris Fregly; Antje Barth; Shelbee Eigenbrode,"O'Reilly Media, Inc.",ingles,9781098159184,1098159187,1.0000,1.0000,1.0000,1.0000,1.0000
23,Generative AI with Python and TensorFlow 2,Joseph Babcock; Raghav Bali,openlibrary,/works/OL25329199W,Generative AI with Python and TensorFlow 2,Joseph Babcock; Raghav Bali,"de Gruyter GmbH, Walter",ingles,9781800200883,1800208502,1.0000,1.0000,1.0000,0.5000,0.9500
23,Generative AI with Python and TensorFlow 2,Joseph Babcock; Raghav Bali,google_books,swlSEQAAQBAJ,Generative AI with Python and Pytorch,Joseph Babcock; Raghav Bali,Packt Publishing Ltd,ingles,9781835884454,1835884458,0.8788,1.0000,1.0000,0.5000,0.8833
24,Deep Learning for Coders with fastai and PyTorch,Jeremy Howard; Sylvain Gugger,openlibrary,/works/OL21655069W,Deep Learning for Coders with Fastai and Pytorch,Jeremy Howard; Sylvain Gugger,nbviewer.org,ingles,9781492045526,1492045527,1.0000,1.0000,1.0000,0.2000,0.9200
24,Deep Learning for Coders with fastai and PyTorch,Jeremy Howard; Sylvain Gugger,google_books,wATuDwAAQBAJ,Deep Learning for Coders with fastai and PyTorch,Jeremy Howard; Sylvain Gugger,"O'Reilly Media, Inc.",ingles,9781492045472,1492045470,1.0000,1.0000,1.0000,1.0000,1.0000
25,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,openlibrary,/works/OL25810304W,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,"O'Reilly Media, Incorporated",ingles,9781098103248,1098103246,1.0000,1.0000,1.0000,1.0000,1.0000
25,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,openlibrary,/works/OL28128012W,"Natural Language Processing with Transformers, Revised Edition",Lewis Tunstall; Leandro von Werra; Thomas Wolf,"O'Reilly Media, Incorporated",ingles,9781098136796,1098136799,1.0000,1.0000,1.0000,1.0000,1.0000
25,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,google_books,8plxEAAAQBAJ,"Natural Language Processing with Transformers, Revised Edition",Lewis Tunstall; Leandro von Werra; Thomas Wolf,"O'Reilly Media, Inc.",ingles,9781098136758,1098136756,1.0000,1.0000,1.0000,1.0000,1.0000
25,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,google_books,X7Yk0AEACAAJ,Natural Language Processing with Transformers,Lewis Tunstall; Leandro van Werra; Thomas Wolf (Of HuggingFace),desconocido,ingles,9781098136789,1098136780,1.0000,0.9524,1.0000,0.5000,0.9381
25,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,google_books,7hhyzgEACAAJ,Natural Language Processing with Transformers,Lewis Tunstall; Leandro von Werra; Thomas Wolf,O'Reilly Media,ingles,9781098103248,1098103246,1.0000,1.0000,1.0000,1.0000,1.0000
26,Transformers for Natural Language Processing,Denis Rothman,openlibrary,/works/OL27086886W,Transformers for Natural Language Processing,Denis Rothman,"Packt Publishing, Limited",ingles,9781800568631,1803243481,1.0000,1.0000,1.0000,1.0000,1.0000
26,Transformers for Natural Language Processing,Denis Rothman,openlibrary,/works/OL38118375W,Transformers for Natural Language Processing and Computer Vision,Denis Rothman,"de Gruyter GmbH, Walter",ingles,9781805123743,1805123742,1.0000,1.0000,1.0000,0.1481,0.9148
26,Transformers for Natural Language Processing,Denis Rothman,google_books,Ua03zgEACAAJ,Transformers for Natural Language Processing,Denis Rothman,desconocido,ingles,9781800565791,1800565798,1.0000,1.0000,1.0000,0.5000,0.9500
26,Transformers for Natural Language Processing,Denis Rothman,google_books,u9FjEAAAQBAJ,Transformers for Natural Language Processing,Denis Rothman,Packt Publishing Ltd,ingles,9781803243481,1803243481,1.0000,1.0000,1.0000,1.0000,1.0000
26,Transformers for Natural Language Processing,Denis Rothman,google_books,q9P3EAAAQBAJ,Transformers for Natural Language Processing and Computer Vision,Denis Rothman,Packt Publishing Ltd,ingles,9781805123743,1805123742,1.0000,1.0000,1.0000,1.0000,1.0000
27,Transformers for Machine Learning,Uday Kamath; Kenneth Graham; Wael Emara,openlibrary,/works/OL27084341W,Transformers for Machine Learning,Uday Kamath; Wael Emara; Kenneth L. Graham,Chapman and Hall/CRC,ingles,9780367771652,1000587096,1.0000,1.0000,1.0000,0.5000,0.9500
27,Transformers for Machine Learning,Uday Kamath; Kenneth Graham; Wael Emara,google_books,D-T6EAAAQBAJ,Transformers for Machine Learning,Uday Kamath; Kenneth Graham; Wael Emara,CRC Press,ingles,9781000587074,100058707X,1.0000,1.0000,1.0000,1.0000,1.0000
28,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,openlibrary,/works/OL39672255W,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,"O'Reilly Media, Incorporated",ingles,9781098150969,1098150961,1.0000,1.0000,1.0000,1.0000,1.0000
28,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,google_books,dr-s0AEACAAJ,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,desconocido,ingles,9781098150969,1098150961,1.0000,1.0000,1.0000,0.5000,0.9500
28,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,google_books,iE8hEQAAQBAJ,Hands-On Large Language Models,Jay Alammar; Maarten Grootendorst,"O'Reilly Media, Inc.",ingles,9781098150938,1098150937,1.0000,1.0000,1.0000,1.0000,1.0000
29,Build a Large Language Model (From Scratch),Sebastian Raschka,openlibrary,/works/OL38398010W,Build a Large Language Model (from Scratch),Sebastian Raschka,Manning Publications Co. LLC,ingles,9781633437166,1633437167,1.0000,1.0000,1.0000,1.0000,1.0000
29,Build a Large Language Model (From Scratch),Sebastian Raschka,google_books,uSUmEQAAQBAJ,Build a Large Language Model (From Scratch),Sebastian Raschka,Simon and Schuster,ingles,9781633437166,1633437167,1.0000,1.0000,1.0000,0.3200,0.9320
30,AI Engineering,Chip Huyen,openlibrary,/works/OL39671094W,AI Engineering,Chip Huyen,"O'Reilly Media, Incorporated",ingles,9781098166304,1098166302,1.0000,1.0000,1.0000,1.0000,1.0000
30,AI Engineering,Chip Huyen,google_books,abM1EQAAQBAJ,AI Engineering,Chip Huyen,"O'Reilly Media, Inc.",ingles,9781098166267,1098166264,1.0000,1.0000,1.0000,1.0000,1.0000
30,AI Engineering,Chip Huyen,google_books,S7M1EQAAQBAJ,AI Engineering,Chip Huyen,"O'Reilly Media, Inc.",ingles,9781098166274,1098166272,1.0000,1.0000,1.0000,1.0000,1.0000
31,Fluent React,Tejas Kumar,openlibrary,/works/OL28801837W,Fluent React,Tejas Kumar,"O'Reilly Media, Incorporated",ingles,9781098138677,1098138678,1.0000,1.0000,1.0000,1.0000,1.0000
31,Fluent React,Tejas Kumar,google_books,lI_0EAAAQBAJ,Fluent React,Tejas Kumar,"O'Reilly Media, Inc.",ingles,9781098138677,1098138678,1.0000,1.0000,1.0000,1.0000,1.0000
32,WebAssembly: The Definitive Guide,Brian Sletten,google_books,xTVTEAAAQBAJ,WebAssembly: The Definitive Guide,Brian Sletten,"O'Reilly Media, Inc.",ingles,9781492089797,1492089796,1.0000,1.0000,1.0000,1.0000,1.0000
32,WebAssembly: The Definitive Guide,Brian Sletten,google_books,TCKCzgEACAAJ,WebAssembly,Brian Sletten,desconocido,ingles,9781492089834,1492089834,1.0000,1.0000,1.0000,0.5000,0.9500
34,Programming TypeScript,Boris Cherny,google_books,Y-mUDwAAQBAJ,Programming TypeScript,Boris Cherny,O'Reilly Media,ingles,9781492037620,1492037621,1.0000,1.0000,1.0000,1.0000,1.0000
35,Building Production-Grade Web Applications with Supabase,David Lorenz,openlibrary,/works/OL39129642W,Building Production-Grade Web Applications with Supabase,David Lorenz; Jorge Varandas,"Packt Publishing, Limited",ingles,9781837630684,1837630682,1.0000,1.0000,1.0000,0.5000,0.9500
35,Building Production-Grade Web Applications with Supabase,David Lorenz,google_books,874WEQAAQBAJ,Building Production-Grade Web Applications with Supabase,David Lorenz,Packt Publishing Ltd,ingles,9781837635269,1837635269,1.0000,1.0000,1.0000,0.5000,0.9500
36,Learning React,Alex Banks; Eve Porcello,openlibrary,/works/OL20915214W,Learning React,Alex Banks; Eve Porcello,O'Reilly Media,ingles,9781492051725,1491954620,1.0000,1.0000,1.0000,1.0000,1.0000
36,Learning React,Alex Banks; Eve Porcello,openlibrary,/works/OL19543158W,Learning React: Functional Web Development with React and Redux,Alex Banks; Eve Porcello,O'Reilly Media,desconocido,9781491954621,1491954620,1.0000,1.0000,0.5000,1.0000,0.9500
